Ref_Date,GEO,VALUE,BEVERAGE,PRODUCT,Vector,Coordinate,Value
2003,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,258"
2004,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,197"
2005,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,026"
2006,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,152"
2007,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,137"
2008,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,084"
2009,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,091"
2010,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,161"
2011,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,051"
2012,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,114"
2013,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,140"
1993,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"2,467"
1994,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"2,347"
1995,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"2,448"
1996,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"2,455"
1997,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"2,497"
1998,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"2,549"
1999,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"2,726"
2000,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"3,032"
2001,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"3,487"
2002,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"3,801"
2003,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"3,921"
2004,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"4,179"
2005,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"3,647"
2006,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"4,359"
2007,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"4,720"
2008,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"4,832"
2009,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"4,656"
2010,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"4,813"
2011,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"4,869"
2012,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"5,049"
2013,Quebec,Volume in litres,Liqueurs,"Total products (x 1,000)",v20857177,6.2.6.1,"4,997"
1993,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"2,146"
1994,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"1,953"
1995,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"1,982"
1996,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"1,984"
1997,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"1,995"
1998,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"2,028"
1999,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"2,076"
2000,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"2,171"
2001,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"2,341"
2002,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"2,384"
2003,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"2,392"
2004,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"2,484"
2005,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"2,389"
2006,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"2,762"
2007,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"2,931"
2008,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"3,077"
2009,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"3,288"
2010,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"3,399"
2011,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"3,800"
2012,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"4,236"
2013,Quebec,Volume in litres,Rum,"Total products (x 1,000)",v20857178,6.2.7.1,"4,413"
1993,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,240"
1994,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,102"
1995,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,126"
1996,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,111"
1997,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,114"
1998,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,074"
1999,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,106"
2000,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,106"
2001,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,354"
2002,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,218"
2003,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,233"
2004,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,285"
2005,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,157"
2006,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,367"
2007,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,416"
2008,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,398"
2009,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,445"
2010,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,528"
2011,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,631"
2012,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,781"
2013,Quebec,Volume in litres,Whisky,"Total products (x 1,000)",v20857179,6.2.8.1,"2,747"
1993,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"2,157"
1994,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"2,089"
1995,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"2,182"
1996,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"2,264"
1997,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"2,327"
1998,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"2,403"
1999,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"2,517"
2000,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"2,721"
2001,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"3,035"
2002,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"3,194"
2003,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"3,291"
2004,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"3,419"
2005,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"3,272"
2006,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"3,793"
2007,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"4,060"
2008,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"4,277"
2009,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"4,470"
2010,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"4,621"
2011,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"4,754"
2012,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"4,995"
2013,Quebec,Volume in litres,Vodka,"Total products (x 1,000)",v20857180,6.2.9.1,"4,978"
1993,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,252
1994,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,241
1995,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,248
1996,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,262
1997,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,275
1998,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,312
1999,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,342
2000,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,376
2001,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,526
2002,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,485
2003,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,489
2004,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,456
2005,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,281
2006,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,353
2007,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,313
2008,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,380
2009,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,353
2010,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,365
2011,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,416
2012,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,456
2013,Quebec,Volume in litres,Other spirits,"Total products (x 1,000)",v20857181,6.2.10.1,475
1993,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,583
1994,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,575
1995,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,661
1996,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,723
1997,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,732
1998,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,832
1999,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,952
2000,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"1,044"
2001,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"1,306"
2002,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"5,186"
2003,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"8,097"
2004,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"7,519"
2005,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"6,955"
2006,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"7,508"
2007,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"6,906"
2008,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"6,678"
2009,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"6,784"
2010,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"6,731"
2011,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"6,571"
2012,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"6,897"
2013,Quebec,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20857182,6.2.11.1,"6,901"
1993,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"70,544"
1994,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"69,287"
1995,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"71,257"
1996,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"73,429"
1997,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"77,501"
1998,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"78,310"
1999,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"84,667"
2000,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"91,812"
2001,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"98,985"
2002,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"102,777"
2003,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"107,240"
2004,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"111,644"
2005,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"110,426"
2006,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"118,796"
2007,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"128,614"
2008,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"134,620"
2009,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"139,601"
2010,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"144,907"
2011,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"150,882"
2012,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"157,712"
2013,Quebec,Volume in litres,Total wines,"Total products (x 1,000)",v20857188,6.2.12.1,"159,811"
1993,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"2,221"
1994,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"2,189"
1995,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"2,046"
1996,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,949"
1997,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,917"
1998,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,690"
1999,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,653"
2000,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,602"
2001,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,445"
2002,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,441"
2003,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,314"
2004,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,482"
2005,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,9
2006,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,13
2007,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,196"
2008,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,125"
2009,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,115"
2010,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,106"
2011,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,058"
2012,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,060"
2013,Quebec,Volume in litres,"Cider, wines","Total products (x 1,000)",v20857184,6.2.13.1,"1,075"
1993,Quebec,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857185,6.2.14.1,"3,383"
1994,Quebec,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857185,6.2.14.1,"3,014"
1995,Quebec,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857185,6.2.14.1,"2,961"
1996,Quebec,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857185,6.2.14.1,"2,921"
1997,Quebec,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857185,6.2.14.1,"2,860"
1998,Quebec,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857185,6.2.14.1,"2,677"
1999,Quebec,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857185,6.2.14.1,"2,754"
2000,Quebec,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857185,6.2.14.1,"3,513"
